NAME,DESIGNATION,DEPARTMENT,EMAIL ID,ROLL NO,PHONE NO,ETHICS RATING,ADDRESS
Jeremy Hayes,RESEARCH ASSISSTANT,BM,BM_119@iith.ac.in,BM_119,7013070024,2,
Gabriel Gould,RESEARCH ASSISSTANT,BM,BM_120@iith.ac.in,BM_120,7131861773,5,
Cody Miller,RESEARCH ASSISSTANT,BM,BM_121@iith.ac.in,BM_121,9454774247,5,
Sheila Harvey,RESEARCH ASSISSTANT,BM,BM_122@iith.ac.in,BM_122,9842204423,3,
Katherine Stephens DVM,RESEARCH ASSISSTANT,BM,BM_123@iith.ac.in,BM_123,7267221502,3,
Zoe Tran,RESEARCH ASSISSTANT,BM,BM_124@iith.ac.in,BM_124,9666295866,5,
Joshua Collins,RESEARCH ASSISSTANT,BM,BM_125@iith.ac.in,BM_125,6451784595,3,
Toni Wilson,RESEARCH ASSISSTANT,BM,BM_126@iith.ac.in,BM_126,7913858640,5,
Vanessa Martin,RESEARCH ASSISSTANT,BM,BM_127@iith.ac.in,BM_127,8358403324,4,
Courtney Mayo,RESEARCH ASSISSTANT,BM,BM_128@iith.ac.in,BM_128,6488406293,3,
Victoria Raymond,RESEARCH ASSISSTANT,BM,BM_129@iith.ac.in,BM_129,8546258556,2,
Robert Yates,RESEARCH ASSISSTANT,BM,BM_130@iith.ac.in,BM_130,6738388559,5,
John Horton,RESEARCH ASSISSTANT,BM,BM_131@iith.ac.in,BM_131,6136498062,4,
Martin Duffy,RESEARCH ASSISSTANT,BM,BM_132@iith.ac.in,BM_132,7260424169,3,
Jason Williams,RESEARCH ASSISSTANT,BM,BM_133@iith.ac.in,BM_133,6800056303,4,
Gregory Jennings,RESEARCH ASSISSTANT,BM,BM_134@iith.ac.in,BM_134,9065956764,3,
Elizabeth Daniels,RESEARCH ASSISSTANT,BM,BM_135@iith.ac.in,BM_135,8448748800,3,
Kathryn Moreno,RESEARCH ASSISSTANT,BM,BM_136@iith.ac.in,BM_136,8271801446,4,
William Rogers,RESEARCH ASSISSTANT,BM,BM_137@iith.ac.in,BM_137,8596266511,5,
Kimberly Williams PhD,RESEARCH ASSISSTANT,BM,BM_138@iith.ac.in,BM_138,7886397269,4,
Jenna Howell,RESEARCH ASSISSTANT,BM,BM_139@iith.ac.in,BM_139,8667698964,5,
Logan Wu,RESEARCH ASSISSTANT,BM,BM_140@iith.ac.in,BM_140,6886997030,2,
Carrie Santiago,RESEARCH ASSISSTANT,BM,BM_141@iith.ac.in,BM_141,7226964427,2,
Roger Cook,STUDENT,EE,EE_0@iith.ac.in,EE_0,7998704160,1,
Sarah Cantu,STUDENT,EE,EE_1@iith.ac.in,EE_1,7203874514,1,
Emily Dougherty,STUDENT,EE,EE_2@iith.ac.in,EE_2,7122010463,5,
Tracy Snyder,STUDENT,EE,EE_3@iith.ac.in,EE_3,6004311513,2,
Michele Drake,STUDENT,EE,EE_4@iith.ac.in,EE_4,6981132904,3,
Jasmine Jenkins,STUDENT,EE,EE_5@iith.ac.in,EE_5,9943821033,5,
Darryl Stevens,STUDENT,EE,EE_6@iith.ac.in,EE_6,9597673896,5,
Catherine Keith,STUDENT,EE,EE_7@iith.ac.in,EE_7,6710014949,1,
Shelly Oliver,STUDENT,EE,EE_8@iith.ac.in,EE_8,9906285596,5,
Wesley Powers,STUDENT,EE,EE_9@iith.ac.in,EE_9,6858864209,1,
Justin Rivera,STUDENT,EE,EE_10@iith.ac.in,EE_10,9352810545,5,
Eddie Hughes,STUDENT,EE,EE_11@iith.ac.in,EE_11,8458790323,5,
John Morrow,STUDENT,EE,EE_12@iith.ac.in,EE_12,7543918675,5,
Erin Jones,STUDENT,EE,EE_13@iith.ac.in,EE_13,7236304581,2,
Bradley Price,STUDENT,EE,EE_14@iith.ac.in,EE_14,8868457969,4,
Lori Castillo,STUDENT,EE,EE_15@iith.ac.in,EE_15,6359622302,1,
Matthew Moore,STUDENT,EE,EE_16@iith.ac.in,EE_16,9020101802,3,
Benjamin Lopez,STUDENT,EE,EE_17@iith.ac.in,EE_17,7470519084,3,
Brian Rodriguez,STUDENT,EE,EE_18@iith.ac.in,EE_18,6952806454,3,
Jason Perez,STUDENT,EE,EE_19@iith.ac.in,EE_19,6705282025,1,
Brenda Mendez,STUDENT,EE,EE_20@iith.ac.in,EE_20,8312648730,5,
Jeffrey Mccoy,STUDENT,EE,EE_21@iith.ac.in,EE_21,6960522668,4,
Julie Fitzgerald,STUDENT,EE,EE_22@iith.ac.in,EE_22,8353846262,3,
Gregory Jacobson,STUDENT,EE,EE_23@iith.ac.in,EE_23,8317090943,4,
Dustin Norris,STUDENT,EE,EE_24@iith.ac.in,EE_24,7738451575,2,
Alexis Lee,STUDENT,EE,EE_25@iith.ac.in,EE_25,6049845379,2,
Elizabeth Hayes,STUDENT,EE,EE_26@iith.ac.in,EE_26,8318230058,4,
Lynn Pearson,STUDENT,EE,EE_27@iith.ac.in,EE_27,9713477787,3,
Donald Lewis,STUDENT,EE,EE_28@iith.ac.in,EE_28,8438995207,2,
Yvonne Zavala,STUDENT,EE,EE_29@iith.ac.in,EE_29,8250923559,4,
Belinda Chapman,STUDENT,EE,EE_30@iith.ac.in,EE_30,7643556247,1,
Barbara Williams,STUDENT,EE,EE_31@iith.ac.in,EE_31,8439397996,4,
Sarah Lopez,STUDENT,EE,EE_32@iith.ac.in,EE_32,7662929343,3,
Amy Salinas,STUDENT,EE,EE_33@iith.ac.in,EE_33,6493935730,3,
Peter Tapia,STUDENT,EE,EE_34@iith.ac.in,EE_34,6724621284,4,
Jennifer Randall MD,STUDENT,EE,EE_35@iith.ac.in,EE_35,6319425565,5,
Michael Jimenez,STUDENT,EE,EE_36@iith.ac.in,EE_36,8999768952,1,
Katherine Mcneil,STUDENT,EE,EE_37@iith.ac.in,EE_37,9559668463,3,
George Delgado,STUDENT,EE,EE_38@iith.ac.in,EE_38,9564903472,2,
Ashley Lara,STUDENT,EE,EE_39@iith.ac.in,EE_39,7885760011,5,
Laura Thompson,STUDENT,EE,EE_40@iith.ac.in,EE_40,8188270646,1,
Jeffery Dudley,RESEARCH ASSISSTANT,EE,EE_41@iith.ac.in,EE_41,8822656077,5,
Jordan Howard,RESEARCH ASSISSTANT,EE,EE_42@iith.ac.in,EE_42,7300397925,4,
Travis Richardson,RESEARCH ASSISSTANT,EE,EE_43@iith.ac.in,EE_43,9919045050,2,
Tiffany Salinas,RESEARCH ASSISSTANT,EE,EE_44@iith.ac.in,EE_44,6521988947,1,
Michael Jackson,RESEARCH ASSISSTANT,EE,EE_45@iith.ac.in,EE_45,8700417584,1,
Noah Perez,RESEARCH ASSISSTANT,EE,EE_46@iith.ac.in,EE_46,9540962321,1,
Christine Alexander,RESEARCH ASSISSTANT,EE,EE_47@iith.ac.in,EE_47,8528416718,4,
Jessica Snyder,RESEARCH ASSISSTANT,EE,EE_48@iith.ac.in,EE_48,9283592584,4,
Jeffery Santos,RESEARCH ASSISSTANT,EE,EE_49@iith.ac.in,EE_49,6459883293,5,
David Ball,RESEARCH ASSISSTANT,EE,EE_50@iith.ac.in,EE_50,6937524669,4,
Jack Green,STUDENT,ME,ME_0@iith.ac.in,ME_0,6580672101,3,
Tamara Johnson,STUDENT,ME,ME_1@iith.ac.in,ME_1,8838014103,3,
Emily Green,STUDENT,ME,ME_2@iith.ac.in,ME_2,7866932887,5,
Robin Norris,STUDENT,ME,ME_3@iith.ac.in,ME_3,9544867073,5,
Laura Murray,STUDENT,ME,ME_4@iith.ac.in,ME_4,7487852839,2,
James Stephens,STUDENT,ME,ME_5@iith.ac.in,ME_5,6311860021,4,
Brendan Vaughn,STUDENT,ME,ME_6@iith.ac.in,ME_6,8922223506,3,
Brianna Bauer,STUDENT,ME,ME_7@iith.ac.in,ME_7,9064746195,5,
Rebecca Lewis,STUDENT,ME,ME_8@iith.ac.in,ME_8,8383584895,5,
Nicole Rangel,STUDENT,ME,ME_9@iith.ac.in,ME_9,8140942851,5,
Jessica Barber,STUDENT,ME,ME_10@iith.ac.in,ME_10,9597795099,5,
Tiffany Frazier,STUDENT,ME,ME_11@iith.ac.in,ME_11,9536740819,4,
John Cummings,STUDENT,ME,ME_12@iith.ac.in,ME_12,6117955259,2,
John Wiley,STUDENT,ME,ME_13@iith.ac.in,ME_13,9179686530,2,
Katherine Terry,STUDENT,ME,ME_14@iith.ac.in,ME_14,8569212416,4,
Sarah Anderson,STUDENT,ME,ME_15@iith.ac.in,ME_15,6219625759,4,
Pamela Stevens,STUDENT,ME,ME_16@iith.ac.in,ME_16,8182517123,1,
Donna Fields,STUDENT,ME,ME_17@iith.ac.in,ME_17,7810484227,3,
Leonard Long,STUDENT,ME,ME_18@iith.ac.in,ME_18,9072068983,3,
Teresa Schneider,STUDENT,ME,ME_19@iith.ac.in,ME_19,8958188785,1,
Shannon Fuller,STUDENT,ME,ME_20@iith.ac.in,ME_20,7946791045,1,
Crystal Duke,STUDENT,ME,ME_21@iith.ac.in,ME_21,7545488293,5,
Natasha Bullock,STUDENT,ME,ME_22@iith.ac.in,ME_22,9101406283,2,
Noah Mcdonald,STUDENT,ME,ME_23@iith.ac.in,ME_23,9153144877,1,
Mark Thompson,STUDENT,ME,ME_24@iith.ac.in,ME_24,7063254257,1,
Thomas Gordon PhD,STUDENT,ME,ME_25@iith.ac.in,ME_25,8388815335,3,
Felicia Mullen,STUDENT,ME,ME_26@iith.ac.in,ME_26,8027704756,4,
Michele Howard,STUDENT,ME,ME_27@iith.ac.in,ME_27,9428196587,4,
Alan Mason,STUDENT,ME,ME_28@iith.ac.in,ME_28,8344688813,3,
Tony Gonzalez,STUDENT,ME,ME_29@iith.ac.in,ME_29,6359061729,5,
Kari Lam,STUDENT,ME,ME_30@iith.ac.in,ME_30,8949648536,2,
Amy Ward,STUDENT,ME,ME_31@iith.ac.in,ME_31,8806272026,3,
Erik Peterson,STUDENT,ME,ME_32@iith.ac.in,ME_32,9748645734,5,
Edward Baker,STUDENT,ME,ME_33@iith.ac.in,ME_33,7179866536,5,
Jennifer Phillips,STUDENT,ME,ME_34@iith.ac.in,ME_34,8621257262,1,
Christopher Graham,STUDENT,ME,ME_35@iith.ac.in,ME_35,9881401099,5,
Erik Miller,STUDENT,ME,ME_36@iith.ac.in,ME_36,7439207464,3,
Yolanda Rogers,STUDENT,ME,ME_37@iith.ac.in,ME_37,7701102696,4,
Janet Phelps,STUDENT,ME,ME_38@iith.ac.in,ME_38,8765738271,3,
Ian Cameron,STUDENT,ME,ME_39@iith.ac.in,ME_39,8759350079,1,
Johnathan Adams,STUDENT,ME,ME_40@iith.ac.in,ME_40,8577416111,1,
Danielle Allen,STUDENT,ME,ME_41@iith.ac.in,ME_41,9418006487,1,
Matthew Berry,RESEARCH ASSISSTANT,ME,ME_42@iith.ac.in,ME_42,8684329647,3,
Jonathan Green,RESEARCH ASSISSTANT,ME,ME_43@iith.ac.in,ME_43,8479637128,3,
Patricia Jones,RESEARCH ASSISSTANT,ME,ME_44@iith.ac.in,ME_44,6097415874,1,
Andrew Parker,RESEARCH ASSISSTANT,ME,ME_45@iith.ac.in,ME_45,7481682714,4,
Danielle Drake,RESEARCH ASSISSTANT,ME,ME_46@iith.ac.in,ME_46,9859636169,4,
Morgan Stone,RESEARCH ASSISSTANT,ME,ME_47@iith.ac.in,ME_47,9337699779,2,
Rachel Brown,RESEARCH ASSISSTANT,ME,ME_48@iith.ac.in,ME_48,8070266594,1,
Deborah Thompson,RESEARCH ASSISSTANT,ME,ME_49@iith.ac.in,ME_49,9169699773,1,
Jo Walton,RESEARCH ASSISSTANT,ME,ME_50@iith.ac.in,ME_50,8093421809,5,
Christopher Stone,RESEARCH ASSISSTANT,ME,ME_51@iith.ac.in,ME_51,7691984269,2,
Daniel Robbins,RESEARCH ASSISSTANT,ME,ME_52@iith.ac.in,ME_52,6999617216,3,
Erika Young,RESEARCH ASSISSTANT,ME,ME_53@iith.ac.in,ME_53,6847618103,4,
Sylvia Nichols,RESEARCH ASSISSTANT,ME,ME_54@iith.ac.in,ME_54,6650378561,3,
Jesse Thomas,RESEARCH ASSISSTANT,ME,ME_55@iith.ac.in,ME_55,6568535979,5,
Clayton Clayton,RESEARCH ASSISSTANT,ME,ME_56@iith.ac.in,ME_56,9018965385,2,
Elizabeth Smith,RESEARCH ASSISSTANT,ME,ME_57@iith.ac.in,ME_57,6104282273,5,
Seth Ferrell,RESEARCH ASSISSTANT,ME,ME_58@iith.ac.in,ME_58,6512602400,4,
Brett Wong,RESEARCH ASSISSTANT,ME,ME_59@iith.ac.in,ME_59,7996984659,4,
Karen Powell,RESEARCH ASSISSTANT,ME,ME_60@iith.ac.in,ME_60,9489340999,2,
Stephanie Mason,RESEARCH ASSISSTANT,ME,ME_61@iith.ac.in,ME_61,8236502201,4,
Cynthia Richard,RESEARCH ASSISSTANT,ME,ME_62@iith.ac.in,ME_62,8762824979,1,
Vickie Ramos,RESEARCH ASSISSTANT,ME,ME_63@iith.ac.in,ME_63,7738004816,5,
Nicole White,RESEARCH ASSISSTANT,ME,ME_64@iith.ac.in,ME_64,8951974178,5,
Rachel Parker,RESEARCH ASSISSTANT,ME,ME_65@iith.ac.in,ME_65,7413140661,5,
Jill Snyder,STUDENT,CE,CE_0@iith.ac.in,CE_0,9380401103,1,
Jessica Davis,STUDENT,CE,CE_1@iith.ac.in,CE_1,9353920545,5,
Dillon Garcia,STUDENT,CE,CE_2@iith.ac.in,CE_2,7013408666,1,
Derek Mclaughlin,STUDENT,CE,CE_3@iith.ac.in,CE_3,6949192563,2,
Gabriela Benjamin,STUDENT,CE,CE_4@iith.ac.in,CE_4,7320804204,4,
Charles Sosa,STUDENT,CE,CE_5@iith.ac.in,CE_5,6439009628,4,
Victoria Cowan,STUDENT,CE,CE_6@iith.ac.in,CE_6,7213053857,4,
Jorge Gill,STUDENT,CE,CE_7@iith.ac.in,CE_7,7551040195,5,
Ashley Cole,STUDENT,CE,CE_8@iith.ac.in,CE_8,8039347739,5,
Lori Warren,STUDENT,CE,CE_9@iith.ac.in,CE_9,8620825254,3,
Betty Dixon,STUDENT,CE,CE_10@iith.ac.in,CE_10,9913442491,2,
Jason Barrett,STUDENT,CE,CE_11@iith.ac.in,CE_11,6084494955,4,
Martha Rogers,STUDENT,CE,CE_12@iith.ac.in,CE_12,6212537999,1,
Anthony Pennington,STUDENT,CE,CE_13@iith.ac.in,CE_13,7461878779,5,
Brian Parker,STUDENT,CE,CE_14@iith.ac.in,CE_14,6305221356,5,
Patricia Paul,STUDENT,CE,CE_15@iith.ac.in,CE_15,6487350658,4,
Scott Mitchell,STUDENT,CE,CE_16@iith.ac.in,CE_16,6793951526,5,
Denise Brewer,STUDENT,CE,CE_17@iith.ac.in,CE_17,9061402822,1,
Lisa Nguyen,STUDENT,CE,CE_18@iith.ac.in,CE_18,9882771033,3,
Melissa Torres,STUDENT,CE,CE_19@iith.ac.in,CE_19,8682815396,2,
Olivia Jones,STUDENT,CE,CE_20@iith.ac.in,CE_20,7301836833,2,
Tyler Owen,STUDENT,CE,CE_21@iith.ac.in,CE_21,6493648186,2,
George Shaw,STUDENT,CE,CE_22@iith.ac.in,CE_22,8853257623,2,
Travis Ware,STUDENT,CE,CE_23@iith.ac.in,CE_23,7239942837,4,
Pamela Barker,STUDENT,CE,CE_24@iith.ac.in,CE_24,7714945691,2,
Audrey Wells,STUDENT,CE,CE_25@iith.ac.in,CE_25,8616761473,5,
Eileen Pratt,STUDENT,CE,CE_26@iith.ac.in,CE_26,8528033121,1,
Darren Trujillo,STUDENT,CE,CE_27@iith.ac.in,CE_27,6077299980,5,
Timothy Dickson,STUDENT,CE,CE_28@iith.ac.in,CE_28,9338034881,2,
Kevin Mcintosh,STUDENT,CE,CE_29@iith.ac.in,CE_29,9386138158,4,
Michelle Dalton,STUDENT,CE,CE_30@iith.ac.in,CE_30,6292884849,3,
Daniel Oliver,STUDENT,CE,CE_31@iith.ac.in,CE_31,6467734129,3,
Jamie Garcia,STUDENT,CE,CE_32@iith.ac.in,CE_32,9496866906,5,
Brian George,STUDENT,CE,CE_33@iith.ac.in,CE_33,7923971501,5,
James Collins,STUDENT,CE,CE_34@iith.ac.in,CE_34,6460436407,1,
Thomas Hogan,STUDENT,CE,CE_35@iith.ac.in,CE_35,8334135400,1,
Vanessa Ray,STUDENT,CE,CE_36@iith.ac.in,CE_36,8461906300,3,
Pamela Ford,STUDENT,CE,CE_37@iith.ac.in,CE_37,8782595472,2,
Helen Gibson,STUDENT,CE,CE_38@iith.ac.in,CE_38,8896589975,1,
Megan Dunn,STUDENT,CE,CE_39@iith.ac.in,CE_39,8383935230,4,
Stephanie Brown,STUDENT,CE,CE_40@iith.ac.in,CE_40,9985466730,1,
Jean May,RESEARCH ASSISSTANT,CE,CE_41@iith.ac.in,CE_41,9903595797,2,
Andrew Blankenship,RESEARCH ASSISSTANT,CE,CE_42@iith.ac.in,CE_42,7047469395,4,
Timothy Cain,RESEARCH ASSISSTANT,CE,CE_43@iith.ac.in,CE_43,9898448996,5,
Kimberly Lee,RESEARCH ASSISSTANT,CE,CE_44@iith.ac.in,CE_44,6207975272,4,
Anthony White,RESEARCH ASSISSTANT,CE,CE_45@iith.ac.in,CE_45,9921175848,5,
Christina Ball,RESEARCH ASSISSTANT,CE,CE_46@iith.ac.in,CE_46,6020695756,2,
Rebecca Kerr,RESEARCH ASSISSTANT,CE,CE_47@iith.ac.in,CE_47,7367433258,4,
Rick Macias,RESEARCH ASSISSTANT,CE,CE_48@iith.ac.in,CE_48,7143759919,1,
Tim Perry,RESEARCH ASSISSTANT,CE,CE_49@iith.ac.in,CE_49,8555255745,3,
Edward Torres,RESEARCH ASSISSTANT,CE,CE_50@iith.ac.in,CE_50,9223246151,5,
Phyllis Garrison,STUDENT,MS,MS_0@iith.ac.in,MS_0,8946929098,1,
Tammy Pierce,STUDENT,MS,MS_1@iith.ac.in,MS_1,9013093644,3,
Alyssa Schmidt,STUDENT,MS,MS_2@iith.ac.in,MS_2,6482176017,5,
Miguel Morgan,STUDENT,MS,MS_3@iith.ac.in,MS_3,6768363396,2,
Jeanne Wilson,STUDENT,MS,MS_4@iith.ac.in,MS_4,8638436092,4,
Michael Costa,STUDENT,MS,MS_5@iith.ac.in,MS_5,8203841947,1,
Carol Fox DDS,STUDENT,MS,MS_6@iith.ac.in,MS_6,6980510608,4,
Joseph Hart,STUDENT,MS,MS_7@iith.ac.in,MS_7,6284623111,4,
Candice Lloyd,STUDENT,MS,MS_8@iith.ac.in,MS_8,6782647077,5,
Lauren Curtis,STUDENT,MS,MS_9@iith.ac.in,MS_9,8980634381,5,
Becky Romero,STUDENT,MS,MS_10@iith.ac.in,MS_10,8911445282,5,
Peter Peterson,STUDENT,MS,MS_11@iith.ac.in,MS_11,6321137860,5,
Randy Shaw Jr.,STUDENT,MS,MS_12@iith.ac.in,MS_12,8174887746,4,
Anthony Smith,STUDENT,MS,MS_13@iith.ac.in,MS_13,7949366014,1,
Christine Mccullough,STUDENT,MS,MS_14@iith.ac.in,MS_14,7117708664,1,
Scott Garcia,STUDENT,MS,MS_15@iith.ac.in,MS_15,8547100382,1,
Chelsea Bailey,STUDENT,MS,MS_16@iith.ac.in,MS_16,8771305329,3,
Juan Herring,STUDENT,MS,MS_17@iith.ac.in,MS_17,8683665064,5,
Linda Collins,STUDENT,MS,MS_18@iith.ac.in,MS_18,8064147459,1,
Kelly Bryant,STUDENT,MS,MS_19@iith.ac.in,MS_19,6521768570,2,
Kara Choi,STUDENT,MS,MS_20@iith.ac.in,MS_20,7705293600,1,
Marie Hernandez,STUDENT,MS,MS_21@iith.ac.in,MS_21,9008014972,4,
Brandon Williamson,STUDENT,MS,MS_22@iith.ac.in,MS_22,8168115968,1,
Michael Rodriguez,STUDENT,MS,MS_23@iith.ac.in,MS_23,8364529128,3,
Mr. Michael Figueroa,STUDENT,MS,MS_24@iith.ac.in,MS_24,6640828603,2,
Patrick Harris,STUDENT,MS,MS_25@iith.ac.in,MS_25,8931657219,1,
Justin Meza,STUDENT,MS,MS_26@iith.ac.in,MS_26,6099420941,1,
Michael Vincent,STUDENT,MS,MS_27@iith.ac.in,MS_27,8629768985,5,
Kendra Turner,STUDENT,MS,MS_28@iith.ac.in,MS_28,7702102549,3,
Mr. Sean Hall,STUDENT,MS,MS_29@iith.ac.in,MS_29,6043459749,1,
Elizabeth Schwartz,STUDENT,MS,MS_30@iith.ac.in,MS_30,9468460327,1,
Susan Clark,STUDENT,MS,MS_31@iith.ac.in,MS_31,6056110581,4,
Jaime Mitchell,STUDENT,MS,MS_32@iith.ac.in,MS_32,7807944973,4,
Leslie Harper,STUDENT,MS,MS_33@iith.ac.in,MS_33,9400344942,5,
Nicholas Clark,STUDENT,MS,MS_34@iith.ac.in,MS_34,7044271074,4,
Nathaniel Anderson,STUDENT,MS,MS_35@iith.ac.in,MS_35,9427374987,1,
Amber Mueller,STUDENT,MS,MS_36@iith.ac.in,MS_36,8772918855,5,
Anthony Gray,STUDENT,MS,MS_37@iith.ac.in,MS_37,9593435669,5,
Dr. Sarah Lawrence,STUDENT,MS,MS_38@iith.ac.in,MS_38,8536407183,4,
Brianna Burch,STUDENT,MS,MS_39@iith.ac.in,MS_39,6588191521,2,
Richard Murray,STUDENT,MS,MS_40@iith.ac.in,MS_40,6553312540,1,
Tracey Terrell,STUDENT,MS,MS_41@iith.ac.in,MS_41,9324035200,1,
Jennifer Mitchell,STUDENT,MS,MS_42@iith.ac.in,MS_42,6464383596,5,
Michelle Alexander,RESEARCH ASSISSTANT,MS,MS_43@iith.ac.in,MS_43,8556215348,2,
Jennifer Parker,RESEARCH ASSISSTANT,MS,MS_44@iith.ac.in,MS_44,9469181239,3,
Christopher Patel,RESEARCH ASSISSTANT,MS,MS_45@iith.ac.in,MS_45,6825501586,3,
Misty Smith,RESEARCH ASSISSTANT,MS,MS_46@iith.ac.in,MS_46,8642772864,1,
Mary Phillips,RESEARCH ASSISSTANT,MS,MS_47@iith.ac.in,MS_47,8064576626,2,
Angela Lambert,RESEARCH ASSISSTANT,MS,MS_48@iith.ac.in,MS_48,9456333191,1,
Angela Booker,RESEARCH ASSISSTANT,MS,MS_49@iith.ac.in,MS_49,6299381668,4,
Michael Smith,RESEARCH ASSISSTANT,MS,MS_50@iith.ac.in,MS_50,9136306487,5,
Kimberly Torres,RESEARCH ASSISSTANT,MS,MS_51@iith.ac.in,MS_51,9744982919,1,
Karen Smith,RESEARCH ASSISSTANT,MS,MS_52@iith.ac.in,MS_52,9523591052,1,
Heather Sims,RESEARCH ASSISSTANT,MS,MS_53@iith.ac.in,MS_53,6821999499,5,
Karen Keith,STUDENT,CH,CH_0@iith.ac.in,CH_0,9134989615,4,
Julie Green,STUDENT,CH,CH_1@iith.ac.in,CH_1,9687481150,5,
Tracy Anderson,STUDENT,CH,CH_2@iith.ac.in,CH_2,6107145600,2,
Fred Reed,STUDENT,CH,CH_3@iith.ac.in,CH_3,6828201245,3,
Jessica Taylor,STUDENT,CH,CH_4@iith.ac.in,CH_4,6144225734,3,
Sherry Miller,STUDENT,CH,CH_5@iith.ac.in,CH_5,6205790742,1,
Kayla Oconnell,STUDENT,CH,CH_6@iith.ac.in,CH_6,9680794692,1,
Mary Castillo,STUDENT,CH,CH_7@iith.ac.in,CH_7,9082356208,3,
Bethany Russell,STUDENT,CH,CH_8@iith.ac.in,CH_8,6987211673,3,
Samantha Jones,STUDENT,CH,CH_9@iith.ac.in,CH_9,6335914282,3,
Troy Santos,STUDENT,CH,CH_10@iith.ac.in,CH_10,7026496728,4,
Amy Wood,STUDENT,CH,CH_11@iith.ac.in,CH_11,6102150247,2,
Sydney Pratt,STUDENT,CH,CH_12@iith.ac.in,CH_12,7681391804,5,
Gabriel King,STUDENT,CH,CH_13@iith.ac.in,CH_13,7532416987,5,
Eric Whitney,STUDENT,CH,CH_14@iith.ac.in,CH_14,6539195009,4,
Michelle Russell,STUDENT,CH,CH_15@iith.ac.in,CH_15,6097005901,5,
Bradley Jennings,STUDENT,CH,CH_16@iith.ac.in,CH_16,6269125375,3,
David West,STUDENT,CH,CH_17@iith.ac.in,CH_17,8174244422,2,
Deborah King,STUDENT,CH,CH_18@iith.ac.in,CH_18,8596366953,3,
Troy Barber,STUDENT,CH,CH_19@iith.ac.in,CH_19,9304812424,4,
Darryl Sheppard,STUDENT,CH,CH_20@iith.ac.in,CH_20,6902938160,5,
Jennifer Reeves,STUDENT,CH,CH_21@iith.ac.in,CH_21,9842986071,1,
Michael Bowen,STUDENT,CH,CH_22@iith.ac.in,CH_22,7896494079,3,
Dakota Diaz,STUDENT,CH,CH_23@iith.ac.in,CH_23,7979765253,1,
Brenda Lewis,STUDENT,CH,CH_24@iith.ac.in,CH_24,6493532927,1,
Donald Bennett,RESEARCH ASSISSTANT,CH,CH_25@iith.ac.in,CH_25,8741731684,2,
Sabrina Stone,RESEARCH ASSISSTANT,CH,CH_26@iith.ac.in,CH_26,8506981649,4,
Leslie Coleman,RESEARCH ASSISSTANT,CH,CH_27@iith.ac.in,CH_27,8761385694,5,
Dominique Meyer,RESEARCH ASSISSTANT,CH,CH_28@iith.ac.in,CH_28,6895215770,3,
Heather Hopkins,RESEARCH ASSISSTANT,CH,CH_29@iith.ac.in,CH_29,7674000209,2,
Kelsey Fisher DDS,RESEARCH ASSISSTANT,CH,CH_30@iith.ac.in,CH_30,7591945700,5,
Timothy Whitaker,RESEARCH ASSISSTANT,CH,CH_31@iith.ac.in,CH_31,8759164779,5,
Daniel Sandoval,RESEARCH ASSISSTANT,CH,CH_32@iith.ac.in,CH_32,9987430936,1,
Jimmy Gomez,RESEARCH ASSISSTANT,CH,CH_33@iith.ac.in,CH_33,6793640722,4,
William Davis,RESEARCH ASSISSTANT,CH,CH_34@iith.ac.in,CH_34,9459728123,1,
Rodney West,FACULTY,CS,fac_0@iith.ac.in,fac_0,7651699412,2,
Robin Mccoy,FACULTY,CS,fac_1@iith.ac.in,fac_1,6428897603,2,
James Sawyer,FACULTY,CS,fac_2@iith.ac.in,fac_2,8410513690,5,
Nathaniel Gonzales,FACULTY,CS,fac_3@iith.ac.in,fac_3,6013849048,5,
William Jenkins,FACULTY,CS,fac_4@iith.ac.in,fac_4,8702402538,1,
Ashley Brown,FACULTY,CS,fac_5@iith.ac.in,fac_5,9218375351,4,
Glenda Herrera,FACULTY,CS,fac_6@iith.ac.in,fac_6,7372001850,4,
Robert Chapman,FACULTY,CS,fac_7@iith.ac.in,fac_7,6393813529,3,
Linda Garcia,FACULTY,CS,fac_8@iith.ac.in,fac_8,9471492932,1,
Anthony Steele,FACULTY,CS,fac_9@iith.ac.in,fac_9,6219273691,3,
Annette Clay,FACULTY,CS,fac_10@iith.ac.in,fac_10,6608233567,5,
Shannon Morales,FACULTY,CS,fac_11@iith.ac.in,fac_11,9585529349,1,
Jeffrey Vargas,FACULTY,CS,fac_12@iith.ac.in,fac_12,7908026120,2,
Lindsay Elliott,FACULTY,CS,fac_13@iith.ac.in,fac_13,9249822921,5,
Allison Baker,FACULTY,CS,fac_14@iith.ac.in,fac_14,8234190718,4,
Kayla Morris,FACULTY,CS,fac_15@iith.ac.in,fac_15,7291305479,1,
Ronald Bailey,FACULTY,CS,fac_16@iith.ac.in,fac_16,6108251427,4,
Cathy Morris MD,FACULTY,CS,fac_17@iith.ac.in,fac_17,7433865290,4,
Elizabeth Bowman,FACULTY,CS,fac_18@iith.ac.in,fac_18,8096681968,5,
Lindsey Johnson,FACULTY,CS,fac_19@iith.ac.in,fac_19,8569570945,3,
Joshua Wu,FACULTY,CS,fac_20@iith.ac.in,fac_20,6096206751,1,
Dana Anderson,FACULTY,CS,fac_21@iith.ac.in,fac_21,9089444911,1,
